brand_name,generic_name,num_mfr,spend_2019,claims_2019,benes_2019,unit_cost_2019,spend_2020,claims_2020,benes_2020,unit_cost_2020,spend_2021,claims_2021,benes_2021,unit_cost_2021,spend_2022,claims_2022,benes_2022,unit_cost_2022,spend_2023,claims_2023,benes_2023,unit_cost_2023,growth_rate
Prolastin C,Alpha-1-Proteinase Inhibitor,1,198486324.75,19218.0,1758.0,0.52350083,207172751.24,20264.0,1834.0,0.5192062911,226384708.55,21491.0,1980.0,0.5321556129,244190566.68,22314.0,2055.0,0.5509270611,245697211.68,22056,2024.0,0.5627809395,0.0182525383
Prolate,Oxycodone HCl/Acetaminophen,1,,,,,3609093.7,1624.0,498.0,23.200344328,8945188.81,3444.0,859.0,25.922661183,7869837.22,2623.0,684.0,28.4582993,11488013.99,3784,1345.0,28.781195308,0.0744959891
Prolensa,Bromfenac Sodium,1,67257265.72,237642.0,144701.0,90.312690284,61135053.34,201376.0,118243.0,96.107267376,76930199.94,236301.0,141427.0,103.17200636,88070914.03,252327.0,149781.0,110.41098742,94508695.34,252440,144112.0,118.16573556,0.0695120839
Prolia,Denosumab,1,349966941.5,284564.0,182899.0,1228.3802088,369123843.39,286629.0,185170.0,1287.212011,439589885.73,316281.0,202494.0,1389.5481427,546633605.63,362308.0,229044.0,1508.157121,673286886.73,403592,255565.0,1667.4728795,0.0793977094
Promacta,Eltrombopag Olamine,1,304352153.49,31067.0,4977.0,275.29210615,341789027.32,31379.0,4616.0,303.18034375,389486269.41,32978.0,4960.0,329.65460309,454825188.17,35692.0,5150.0,357.22813918,557676106.25,39505,5708.0,397.68199872,0.096315473
Promethazine HCl*,Promethazine HCl,23,17415524.51,1495922.0,565436.0,0.3192003443,17054390.36,1431996.0,504734.0,0.2968645418,16537594.32,1417603.0,515884.0,0.2772400614,17501440.49,1431004.0,538484.0,0.2850937733,16549732.63,1396951,523738.0,0.2694122216,-0.041508015
Promethazine Vc,Phenylephrine HCl/Prometh HCl,1,,,1368.0,,,,,,16053.91,254.0,214.0,0.2492610937,48117.84,923.0,749.0,0.2423565854,36924.53,844,690.0,0.2144069309,-0.072546463
Promethazine Vc-Codeine,Promethazine/Phenyleph/Codeine,1,,,,,,,,,180.8,12.0,,0.1183246073,832.7,25.0,22.0,0.1909862385,416.32,14,12.0,0.1786781116,0.2288479264
Promethazine-Codeine,Promethazine HCl/Codeine,4,14737.72,2067.0,1507.0,0.0506796258,15836.3,1995.0,1769.0,0.0490896445,17875.87,2019.0,1323.0,0.0572640602,21573.41,2439.0,1655.0,0.0583108103,11237.43,1393,961.0,0.0564473882,0.027312596
Promethazine-DM,Promethazine/Dextromethorphan,5,2465.05,332.0,601.0,0.0499278148,61539.72,4514.0,3196.0,0.062370678,56944.03,4302.0,3013.0,0.0625353313,110403.3,8411.0,6074.0,0.0635398004,134592.85,10754,7724.0,0.0631255588,0.0603901118
Promethegan,Promethazine HCl,1,2335905.69,12597.0,7943.0,8.6035550258,2724853.32,15622.0,9660.0,7.6822779012,2662992.16,18024.0,11610.0,6.9646974938,2600227.53,18029.0,11818.0,7.0545654517,3224245.11,21844,14190.0,7.3509933772,-0.038571432
Prometrium,"Progesterone, Micronized",3,1317446.59,2098.0,495.0,11.788872755,1184928.16,1793.0,406.0,11.784018179,1091365.02,1608.0,387.0,12.288773968,1053274.51,1373.0,355.0,12.786789381,662253.02,767,270.0,16.007905593,0.0794823817
Propafenone HCl,Propafenone HCl,6,18424470.28,282941.0,63319.0,0.4648744881,18831607.57,261540.0,59717.0,0.4775383707,18607689.1,236613.0,57608.0,0.5067898303,17663000.54,217620.0,54261.0,0.5239213708,14451903.51,204007,51674.0,0.4522297514,-0.006870564
Propafenone HCl ER,Propafenone HCl,9,34542605.09,66616.0,16620.0,4.8338656175,34388544.55,68649.0,15928.0,4.3834526693,29130934.4,68949.0,16182.0,3.4770009654,24950154.3,65809.0,15950.0,3.0468036952,20431856.47,64572,16090.0,2.4884280528,-0.152952765
Proparacaine HCl,Proparacaine HCl,3,42702.11,715.0,500.0,2.259204167,32313.32,679.0,523.0,2.1835799325,24125.48,641.0,522.0,2.1210963499,24913.39,697.0,558.0,2.1209840179,32093.17,794,631.0,2.3975792212,0.0149727242
Propranolol HCl ER,Propranolol HCl,4,86008958.55,968441.0,205273.0,1.3742877783,79921999.0,981785.0,209972.0,1.2075607177,79297143.28,963376.0,221454.0,1.1706714115,78007252.32,965450.0,228650.0,1.1297702571,65581645.3,1021651,243981.0,0.8827037545,-0.104770629
Propranolol HCl*,Propranolol HCl,10,73961054.33,2413542.0,541337.0,0.2887394002,74714231.73,2476972.0,552667.0,0.2702980854,70721123.64,2533685.0,590640.0,0.2459076993,70446844.65,2655739.0,627618.0,0.2330175873,73121335.49,2812801,671925.0,0.2284366684,-0.056884371
Propylthiouracil,Propylthiouracil,3,3593842.84,49694.0,9949.0,0.6527232895,3365126.19,45948.0,9302.0,0.6412095103,3201535.03,42183.0,9088.0,0.6426147966,3006139.74,39442.0,8786.0,0.6324822455,2821052.64,38917,8753.0,0.5996407985,-0.020982362
Proquad,"Measles,Mumps,Rub,Varicella/PF",1,11521.15,50.0,50.0,242.55052632,7144.55,31.0,29.0,242.18813559,6001.86,22.0,21.0,307.78769231,7942.0,31.0,31.0,269.22033898,5089.33,21,21.0,275.09891892,0.0319809147
Proscar,Finasteride,1,,,602.0,,,,579.0,,127268.88,379.0,484.0,4.560300989,470300.0,1422.0,398.0,4.881466412,458547.68,1286,351.0,5.2869492229,0.076727526
Prosol,Parenteral Amino Acid 20% No.1,1,34010991.25,192241.0,7900.0,0.1125565925,27623344.59,163246.0,7338.0,0.1090049357,21276772.36,127917.0,6031.0,0.1201915041,18569290.89,110670.0,5117.0,0.1278082875,15504325.59,97869,4578.0,0.1268989311,0.0304377409
Protonix,Pantoprazole Sodium,1,44298999.94,75486.0,20683.0,15.153961255,39919619.83,59545.0,16596.0,15.716786661,26927120.29,25320.0,6986.0,16.256262181,16715511.8,14668.0,4107.0,16.603881716,15379422.58,12875,3654.0,17.236791292,0.0327199402
Protonix IV,Pantoprazole Sodium,1,60341.07,1083.0,197.0,2.9390224539,41138.25,690.0,143.0,2.8165308777,25674.83,481.0,71.0,4.3260033698,27563.68,434.0,63.0,3.483341337,24156.99,356,56.0,4.8227171092,0.1318065969
Protopic,Tacrolimus,1,268151.92,442.0,269.0,8.5929754233,248878.84,431.0,245.0,8.9636749928,305598.12,480.0,248.0,9.2505877775,146439.04,231.0,153.0,8.8506256834,10779.45,18,14.0,9.0287801519,0.0124448536
Protriptyline HCl,Protriptyline HCl,3,1603909.03,7081.0,1858.0,2.1458267619,2120641.51,7586.0,1606.0,2.5808529554,2256170.9,7124.0,1469.0,2.8612976577,2145753.48,6400.0,1323.0,3.0745982998,2239837.01,6125,1381.0,3.1401459687,0.0998635127
Proventil HFA,Albuterol Sulfate,1,,,43815.0,,,,14210.0,,271921.19,2010.0,5299.0,11.54301827,990360.39,7759.0,3254.0,11.527493426,333109.43,3199,1885.0,11.058235181,-0.021224208
Provera,Medroxyprogesterone Acetate,1,82256.6,617.0,161.0,3.025530936,54369.44,327.0,108.0,3.361914839,51050.78,300.0,85.0,3.5253666654,43366.32,208.0,57.0,4.0019766087,34224.86,159,54.0,3.8674643102,0.0633008944
Provigil,Modafinil,1,18194711.38,5486.0,884.0,54.265195877,17518344.45,4885.0,755.0,58.098408962,16596906.16,4013.0,648.0,64.643143692,14549020.22,3276.0,618.0,70.505751064,13163336.82,2876,509.0,73.102861662,0.0773411558
Prozac,Fluoxetine HCl,1,24641679.82,17369.0,3031.0,20.563565422,25021067.39,16527.0,2821.0,21.613673811,23665005.07,14527.0,2584.0,22.670627383,23441956.5,13424.0,2404.0,23.735756377,22023208.23,12275,2226.0,24.662867218,0.0464929017
Pulmicort,Budesonide,1,202139.71,390.0,160.0,6.4539747054,86897.32,160.0,85.0,6.213294409,41960.75,74.0,36.0,5.9857751466,64370.36,113.0,42.0,6.1349284171,222378.73,687,394.0,4.6504798094,-0.07866488
Pulmicort Flexhaler,Budesonide,2,50141146.23,168968.0,56783.0,216.4578546,54374869.5,176232.0,60058.0,220.83706101,52166128.48,156888.0,54611.0,240.40433606,46912011.44,139283.0,49828.0,241.66190014,41825350.54,117698,43954.0,250.36501993,0.0370509061
Pulmozyme,Dornase Alfa,1,2404752.38,504.0,122.0,45.977331702,2236442.69,455.0,112.0,46.918542163,1906841.44,405.0,99.0,47.784524245,2050466.74,385.0,94.0,50.287351073,2299697.85,415,87.0,54.209390064,0.042035919
Pure Comfort Alcohol Pad,Alcohol Antiseptic Pads,1,,,,,246345.72,11704.0,6259.0,0.157299246,554966.95,13641.0,4529.0,0.2938072594,817999.0,14103.0,5388.0,0.3498411813,388627.98,7992,2989.0,0.3088629005,0.2522173059
Pure Comfort Pen Needle,"Pen Needle, Diabetic",1,,,,,9364.73,138.0,71.0,0.6626640035,79563.55,615.0,379.0,0.8463824801,56235.57,515.0,204.0,0.8696778467,50509.92,417,143.0,0.870817587,0.0953290444
Purixan,Mercaptopurine,1,34507.3,20.0,,12.756857671,61435.37,45.0,12.0,13.576877348,125466.74,72.0,16.0,13.701729824,116167.33,59.0,14.0,14.52091625,58604.9,27,,15.281590613,0.0461795168
Pylera,Bismuth/Metronid/Tetracycline,1,5419297.17,5582.0,5411.0,7.8141901748,3992296.7,4109.0,3983.0,7.8280020471,3871579.43,3931.0,3792.0,7.8867610044,4439707.95,4453.0,4325.0,7.998133556,1990221.16,2120,2056.0,7.4793913429,-0.010887774
Pyrazinamide,Pyrazinamide,4,271361.63,1249.0,1289.0,2.9998632515,342872.14,1631.0,1019.0,2.6969668653,576404.0,2006.0,1093.0,3.7096015705,629647.67,2240.0,1139.0,3.7037869048,661997.72,2327,1225.0,3.797281,0.0607006124
Pyridium,Phenazopyridine HCl,1,15313.27,201.0,185.0,4.5125103566,22665.86,248.0,227.0,3.9399384113,36464.66,372.0,306.0,4.0235297627,24414.0,300.0,265.0,4.1699767149,24049.49,332,298.0,4.282331138,-0.013003736
Pyridostigmine Bromide,Pyridostigmine Bromide,9,23286100.06,233287.0,49397.0,0.5978467998,23317108.87,230154.0,49922.0,0.5687810241,21903558.47,224396.0,51715.0,0.5320350539,23440221.39,225130.0,53421.0,0.5538525211,25515943.77,232509,56300.0,0.6041749422,0.0026357831
Pyridostigmine Bromide ER,Pyridostigmine Bromide,4,11844679.93,18267.0,3710.0,9.5668394188,12093567.75,18248.0,3728.0,9.3406190881,12595559.81,17672.0,3826.0,9.2545842997,13555468.91,17666.0,3942.0,9.6137740238,15346330.95,18419,4169.0,10.342844317,0.0196893322
Pyrimethamine,Pyrimethamine,3,,,,,6637541.52,255.0,74.0,462.12488784,11837890.85,510.0,123.0,446.604117,10724058.76,551.0,131.0,394.65615891,9070671.8,439,95.0,394.07632046,-0.051711842
Pyrukynd,Mitapivat Sulfate,1,,,,,,,,,,,,,1573075.44,59.0,14.0,476.11242131,4466375.49,163,26.0,477.54503518,0.0030089823
Qalsody,Tofersen,1,,,,,,,,,,,,,,,,,454057.67,26,,976.46810753,
Qbrelis,Lisinopril,1,676706.29,503.0,121.0,3.4063968891,856181.02,594.0,141.0,3.7417555437,976582.51,672.0,161.0,3.7358269003,1146084.98,744.0,184.0,3.7828269749,1488687.75,883,204.0,4.1895508023,0.0530962187
Qbrexza,Glycopyrronium Tosylate,1,,,159.0,,,,607.0,,,,683.0,,939656.6,1240.0,774.0,22.44009648,1842538.82,2438,828.0,22.768474761,0.0146335503
Qelbree,Viloxazine HCl,1,,,,,,,,,34880.64,84.0,44.0,10.432456447,1045765.31,2030.0,896.0,11.149021174,4086858.19,7011,2252.0,11.899282704,0.0679897908
Qinlock,Ripretinib,1,,,,,16379736.41,492.0,157.0,364.69922762,36976954.85,1037.0,259.0,372.44744563,44753132.14,1161.0,252.0,405.87256167,52132976.81,1279,255.0,435.16311892,0.060650772
Qnasl,Beclomethasone Dipropionate,1,5522258.88,17752.0,5249.0,21.976507013,5582360.86,16242.0,4371.0,22.56432908,5278644.0,14236.0,3876.0,24.144740995,5082342.51,12334.0,3370.0,26.793309557,4777406.75,10982,2970.0,28.313712876,0.0653922651
Qnasl Children,Beclomethasone Dipropionate,1,142818.77,443.0,169.0,36.275118742,161194.73,432.0,141.0,35.11867756,167248.05,446.0,139.0,37.492837608,161079.4,347.0,130.0,41.485371381,165772.25,350,120.0,44.163536338,0.0504218566
Qtern,Dapagliflozin/Saxagliptin HCl,1,736294.28,1117.0,316.0,15.665113471,1986364.1,2477.0,581.0,15.983010791,2228866.48,2559.0,583.0,16.405944076,2009101.23,2304.0,481.0,16.654006217,1720270.81,1952,421.0,16.633175231,0.0151036852
Quadracel DTaP-Ipv,"Diph,Pertus(Acel),Tet,Polio/PF",1,,,,,,,,,,,,,,,,,1842.11,27,19.0,118.99800224,
Qudexy XR,Topiramate,1,2700785.58,2620.0,556.0,20.967658926,3423118.22,3042.0,578.0,21.804969167,2176110.77,1530.0,355.0,24.208920251,1641617.2,1025.0,163.0,25.200289243,1378500.68,800,141.0,27.40717151,0.0692483002
Questran,Cholestyramine (With Sugar),1,299948.13,1020.0,588.0,2.8259166988,178850.78,415.0,139.0,2.518162404,143535.19,336.0,124.0,2.3459367306,125751.76,300.0,105.0,2.3225593741,75252.99,170,81.0,2.559042483,-0.024494921
Questran Light,Cholestyramine/Aspartame,1,19188.84,78.0,23.0,0.7243969286,18191.91,83.0,17.0,0.7042938444,13055.37,57.0,17.0,0.6757437888,15708.37,54.0,21.0,0.7192477106,8226.78,21,,0.7790511364,0.0183506414
Quetiapine Fumarate,Quetiapine Fumarate,18,174595244.7,8172718.0,1162522.0,0.413636529,177196162.58,8442303.0,1212388.0,0.3929650722,202812281.46,8470062.0,1243682.0,0.4456500976,268642836.26,8667948.0,1282214.0,0.5786824182,201087913.38,8962550,1335528.0,0.4182379032,0.0027695226
Quetiapine Fumarate ER,Quetiapine Fumarate,11,72591655.6,450813.0,79151.0,3.6534345163,61441488.84,470725.0,74184.0,2.8600124637,57844708.44,486282.0,73519.0,2.573129299,71329961.05,490169.0,74835.0,3.1274777656,50996191.29,494442,76394.0,2.2142515709,-0.117669263
Quillichew ER,Methylphenidate HCl,1,113968.89,254.0,45.0,11.263714813,135704.22,297.0,44.0,12.020723912,185193.62,389.0,55.0,13.026470386,201077.26,414.0,64.0,13.131160743,260315.5,540,88.0,13.214085707,0.0407319043
Quillivant XR,Methylphenidate HCl,1,85794.1,164.0,45.0,2.0002821105,116920.91,177.0,38.0,2.4252418585,137911.1,199.0,42.0,2.5051970936,159625.99,244.0,51.0,2.4980593114,196312.94,313,64.0,2.4919134298,0.0564779202
Quinapril HCl,Quinapril HCl,6,18905037.09,917977.0,211119.0,0.2400823782,15656700.36,858129.0,198983.0,0.2041334952,14504849.22,788056.0,188756.0,0.2014826724,12068496.15,703270.0,181474.0,0.1876978408,1029923.57,62841,44327.0,0.2307668813,-0.00984474
Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,2,3136233.95,59016.0,23398.0,0.6001565754,4061954.44,76417.0,22065.0,0.5759552339,4035941.93,80980.0,20838.0,0.5252760244,2743365.98,56235.0,18963.0,0.5215509297,73490.69,1516,1224.0,0.6587975466,0.0235801405
Quinidine Gluconate,Quinidine Gluconate,2,2752638.51,3510.0,731.0,6.3105686906,2262494.18,2657.0,610.0,6.439669548,1982664.46,2068.0,516.0,6.4972160469,1904603.04,2055.0,530.0,6.4383430576,1660858.4,1940,484.0,6.070059043,-0.009667334
Quinidine Sulfate,Quinidine Sulfate,2,173711.9,4846.0,1298.0,0.3002170868,159548.5,4226.0,1113.0,0.3187065454,136965.16,3816.0,1082.0,0.2873106298,818859.74,2802.0,879.0,2.3660424449,1651643.36,2527,676.0,5.3621995975,1.0557812103
Quinine Sulfate,Quinine Sulfate,4,1185161.58,7543.0,2426.0,2.7811308735,812733.3,5707.0,1823.0,2.3816737849,698570.84,5037.0,1614.0,2.2878780825,542799.97,3771.0,1348.0,2.271250692,410410.67,3157,1138.0,2.0545695535,-0.072903684
Qulipta,Atogepant,1,,,,,,,,,1338318.64,1144.0,826.0,34.075263459,51325273.47,43543.0,12185.0,34.755696199,137880798.01,108350,25190.0,36.825920678,0.039578276
Qutenza,Capsaicin/Skin Cleanser,1,,,,,730180.24,265.0,242.0,990.7465943,1979005.58,675.0,500.0,1037.2146646,4952531.1,1470.0,1084.0,1806.1747265,12460287.92,3559,2442.0,2395.7484945,0.3422277454
Quviviq,Daridorexant HCl,1,,,,,,,,,,,,,2396492.86,4965.0,2862.0,15.977931476,16342718.9,30811,10838.0,16.882027597,0.056584053
Quzyttir,Cetirizine HCl,1,,,,,,,,,176810.49,46.0,,314.05060391,442545.49,134.0,,316.10392143,615775.17,184,12.0,318.88926463,0.0076741857
Qvar Redihaler,Beclomethasone Dipropionate,1,58316805.58,209902.0,73316.0,20.583238841,59157028.44,197517.0,63058.0,21.791095964,52807432.24,164986.0,51838.0,22.933158004,48407637.71,150586.0,48742.0,23.036333414,48874607.13,142232,48670.0,24.328688834,0.0426804905
Rabavert,Rabies Vaccine (Pcec)/PF,2,237883.3,546.0,334.0,416.9733567,221880.93,458.0,229.0,462.2519375,248515.22,509.0,237.0,479.75911197,300915.78,687.0,378.0,427.40263635,857674.0,1990,1039.0,425.19053693,0.0048906865
Rabeprazole Sodium,Rabeprazole Sodium,6,16917547.92,210988.0,53594.0,1.1202514907,15425733.81,217217.0,56482.0,0.9194490065,17191763.54,210929.0,57058.0,1.0315257708,17962607.8,211966.0,58152.0,1.0347913012,15263157.68,233700,65972.0,0.7885644422,-0.084031761
Radicava,Edaravone,1,67589596.66,6104.0,749.0,5.7247299527,66883208.84,5912.0,706.0,5.5137762642,64882863.18,5562.0,698.0,6.0064489808,45010772.39,3778.0,524.0,6.1997455118,11072960.71,868,104.0,6.3857904902,0.0276965893
Radicava Ors,Edaravone,1,,,,,,,,,,,,,88869916.45,6240.0,1580.0,265.43387727,293678844.16,20981,2994.0,271.04271206,0.0211308174
Ragwitek,Weed Pollen-Short Ragweed,1,,,,,48110.88,116.0,38.0,10.454341591,75119.46,180.0,52.0,11.156907768,92030.4,208.0,50.0,11.741566726,98726.56,202,58.0,11.880452467,0.0435472026
Raloxifene HCl,Raloxifene HCl,9,89670730.52,732727.0,212743.0,2.0113435573,93664574.8,865765.0,196048.0,1.6710495927,78523436.95,804408.0,186283.0,1.4655307032,71782378.81,743197.0,174407.0,1.4346183246,54735237.59,706260,169339.0,1.131040309,-0.134039752
Ramelteon,Ramelteon,9,8939823.87,34618.0,15528.0,7.2258318804,18475807.5,114243.0,32650.0,4.5593662503,23235944.94,138416.0,39799.0,4.6381239888,21882090.87,152828.0,44342.0,3.954765938,25015475.6,179751,52872.0,3.8282117347,-0.146846799
Ramipril,Ramipril,10,31063780.16,1919532.0,458951.0,0.190392947,27476521.3,1865073.0,438059.0,0.1664765713,25008295.52,1752660.0,423445.0,0.1571720399,22751940.96,1657603.0,404653.0,0.1485233291,24384523.37,1582365,388707.0,0.1645983277,-0.035741134
Ranexa,Ranolazine,1,246622488.67,421644.0,149316.0,7.0966525151,20098364.58,31710.0,10362.0,7.497063432,10844946.31,13977.0,3043.0,8.1578695807,8093985.05,9691.0,2042.0,8.3537144196,1943713.15,2469,1203.0,8.5769477589,0.0485033105
Ranolazine ER,Ranolazine,17,216950525.28,729402.0,197451.0,3.1889222329,195196438.32,1093354.0,236779.0,1.7516756816,162722914.08,1076970.0,248722.0,1.4025156219,165646086.32,1081294.0,256634.0,1.3748670772,156156266.23,1136506,273638.0,1.2163839748,-0.214119179
Rapaflo,Silodosin,1,22220988.89,54482.0,15767.0,8.6254548344,6728199.44,15997.0,4139.0,8.4702338874,4293597.17,9383.0,1979.0,8.68090334,3322352.07,7062.0,1469.0,8.8638228227,2514578.76,5473,1044.0,8.9239151563,0.0085405323
Rapamune,Sirolimus,1,2400496.3,1129.0,233.0,28.990360651,1758753.02,797.0,139.0,29.14329166,1180013.98,536.0,108.0,29.096570486,887975.35,436.0,93.0,29.416152817,759583.43,399,82.0,28.76828404,-0.001920616
Rasagiline Mesylate,Rasagiline Mesylate,7,105373271.08,202951.0,36901.0,10.654439556,93026355.62,180945.0,34912.0,9.6720405181,66350993.24,164223.0,33771.0,7.2105667544,57470501.32,147258.0,31168.0,6.9333784698,43873453.65,142903,30404.0,5.3399549439,-0.158601476
Rasuvo,Methotrexate/PF,1,12197221.25,19842.0,3638.0,353.94001057,14514048.91,22889.0,3866.0,354.64480916,15516395.81,23809.0,4143.0,356.78498257,17615129.23,25364.0,4460.0,369.43697239,20891562.9,29226,5262.0,378.89248295,0.0171771192
Ravicti,Glycerol Phenylbutyrate,1,47351936.11,601.0,64.0,195.83100128,53970031.16,641.0,68.0,206.38635243,60056340.32,690.0,71.0,220.04704706,66453446.96,760.0,79.0,220.62897397,73454459.02,810,87.0,230.91624967,0.0420612889
Raya Sure Pen Needle,"Pen Needle, Diabetic",1,,,,,,,,,,,,,,,,,8951.15,97,19.0,0.8862980781,
Rayaldee,Calcifediol,1,45863705.84,34111.0,6659.0,36.596195165,61315676.04,44119.0,6792.0,36.917405653,39639508.36,28393.0,4919.0,39.561690515,36135697.56,26091.0,4175.0,40.032501266,41491958.47,29444,4889.0,41.683787259,0.0330772765
Rayos,Prednisone,1,27333540.74,5187.0,1437.0,87.257580146,23756725.33,4648.0,1160.0,92.011738245,21847854.67,4563.0,1201.0,93.689103836,25332392.48,5305.0,1466.0,95.109996291,20259678.68,4004,889.0,95.361616673,0.0224512496
Rebif,Interferon Beta-1a/Albumin,1,242134217.55,29000.0,3243.0,1318.634149,232708460.75,25470.0,2795.0,1415.5540225,198665887.89,20587.0,2311.0,1530.7424785,162331588.35,16085.0,1815.0,1608.4455158,131300521.0,11998,1364.0,1732.7430127,0.0706621737
Rebif Rebidose,Interferon Beta-1a/Albumin,1,157180338.17,18378.0,2226.0,1322.5403426,153166653.12,16341.0,1950.0,1423.9286788,132690989.81,13523.0,1601.0,1542.6205072,105493030.69,10354.0,1246.0,1616.6956924,88013114.83,8023,936.0,1745.9379924,0.0719017297
Reblozyl,Luspatercept-Aamt,1,,,,,10550368.95,881.0,137.0,7861.8649482,16465062.57,1238.0,173.0,8445.5406009,19913470.85,1455.0,175.0,8291.127993,26119752.55,1882,256.0,8930.6890033,0.0434055175
Rebyota,"Fecal Microbiota, Live-Jslm",1,,,,,,,,,,,,,,,,,1284003.57,137,131.0,62.481925547,
Recarbrio,Imipenem/Cilastatin/Relebactam,1,,,,,180002.3,66.0,,6.3083444312,941894.77,172.0,26.0,28.153659936,1125796.34,196.0,30.0,25.071404965,1052578.33,181,32.0,118.42690482,1.6577349065
Reclast,Zoledronic Acid/Mannitol-Water,1,75258.33,88.0,88.0,8.7448675343,71171.55,91.0,91.0,7.9914158994,84934.17,107.0,107.0,8.0111460102,55662.41,62.0,62.0,8.9778080645,85277.6,82,82.0,10.526799161,0.0474559678
Reclipsen,Desogestrel-Ethinyl Estradiol,1,33339.39,1175.0,242.0,0.6431705764,19735.46,855.0,148.0,0.5784810646,13856.86,521.0,102.0,0.6418778951,10103.2,454.0,98.0,0.5321955331,6863.2,328,59.0,0.5138664271,-0.05456643
Recombivax Hb,Hepatitis B Virus Vaccine/PF,1,56802.96,376.0,307.0,154.81417553,376010.15,920.0,747.0,409.38963043,1300948.21,1989.0,1256.0,653.62385826,69723.29,496.0,385.0,142.37518128,77898.96,793,610.0,99.003331989,-0.105748306
Recorlev,Levoketoconazole,1,,,,,,,,,,,,,2398497.23,122.0,35.0,297.72805735,9811452.66,384,85.0,355.17856429,0.1929630262
Rectiv,Nitroglycerin,1,2016125.39,2946.0,1980.0,21.746579549,3999268.29,5772.0,3747.0,21.811375022,4675762.68,6525.0,4009.0,22.130121305,5156864.77,7158.0,4409.0,22.397390464,5811470.22,8160,5041.0,22.607270697,0.0097510052
Reditrex,Methotrexate/PF,1,,,,,,,,,54600.05,148.0,40.0,128.88721694,158826.69,424.0,115.0,127.60310119,76003.59,200,82.0,123.27244059,-0.022024277
Reglan,Metoclopramide HCl,1,114500.98,277.0,84.0,3.1273941415,106781.97,243.0,59.0,3.4555713391,94619.79,221.0,57.0,3.4135080573,88032.18,186.0,46.0,3.6601789908,88393.61,155,36.0,4.0098026605,0.0641064983
Regonol,Pyridostigmine Bromide,1,13440.17,12.0,,14.608880435,39521.21,18.0,,13.262151007,56965.53,19.0,,14.834773438,45500.18,16.0,,14.753625162,42060.79,15,,16.177226923,0.0258214731
Regranex,Becaplermin,1,14100630.87,9639.0,5519.0,76.382299979,9677046.74,6419.0,3590.0,80.121267925,2997028.33,1869.0,1316.0,84.841566313,7244933.15,4341.0,2481.0,89.893084559,8327758.36,4887,2804.0,91.463573421,0.0460774937
Relafen Ds,Nabumetone,1,,,,,466615.34,261.0,119.0,41.021128791,1247857.97,561.0,242.0,44.49008735,1711991.03,580.0,203.0,50.212378061,2058303.66,653,252.0,53.961400482,0.0957005221
Relenza,Zanamivir,1,23654.9,342.0,276.0,3.0633126133,31973.79,452.0,274.0,3.0298294324,11646.58,166.0,83.0,3.1140588235,16311.02,240.0,131.0,3.1247164751,13399.56,193,104.0,3.1843060837,0.0097314232
Releuko*,Filgrastim-Ayow,1,,,,,,,,,,,,,,,,,23451.31,27,11.0,321.46442357,
Relistor*,Methylnaltrexone Bromide,1,68503455.57,39510.0,11201.0,60.261017802,82678459.28,43315.0,11497.0,57.416052196,95717741.17,45986.0,12960.0,55.945395878,117077747.78,50798.0,14184.0,55.128978287,132882335.1,54947,15141.0,53.748882792,-0.028185791
Relpax,Eletriptan Hydrobromide,1,4392278.63,5009.0,1237.0,61.136263249,4037854.03,3904.0,814.0,64.447640857,3485987.11,2980.0,634.0,68.958528578,3063188.89,2583.0,548.0,72.579919076,3092247.41,2442,480.0,77.674337538,0.0616825197
Reltone,Ursodiol,1,,,,,,,,,273986.24,135.0,53.0,25.432228652,1011523.24,455.0,158.0,23.258422689,560472.87,257,110.0,22.999215133,-0.049035515
Relyvrio,Sod Phenylbutyrat/Taurursodiol,1,,,,,,,,,,,,,9885348.49,984.0,668.0,235.60104128,197561229.65,15807,3319.0,234.89803787,-0.002983872
Remeron,Mirtazapine,1,,,740.0,,,,682.0,,136559.98,403.0,617.0,5.1949969002,756225.88,2382.0,484.0,5.5139003379,790626.28,2233,475.0,5.957571013,0.0708828599
Remicade,Infliximab,1,98661230.31,15160.0,2851.0,1045.9339645,99404194.01,14790.0,2698.0,1069.3846899,102739191.33,14890.0,2767.0,1080.4967056,102555823.25,14729.0,2778.0,1095.0340941,111268848.97,15615,2863.0,1154.6324773,0.0250259865
Remodulin,Treprostinil Sodium,1,5812371.42,400.0,52.0,414.8826311,5233310.07,391.0,46.0,410.96758383,6905568.64,495.0,63.0,374.51651591,10337854.58,722.0,88.0,401.30608759,11819878.86,1148,95.0,384.40189217,-0.018895956
Rena-Vite Rx,Vit B Comp No.3/Folic/C/Biotin,1,,,,,,,,,1695.65,142.0,41.0,0.2777932503,5056.42,292.0,72.0,0.3563368569,9654.06,507,126.0,0.3805455477,0.170422004
Renacidin,Citric Ac/Gluconolact/Mag Carb,1,2341815.45,12114.0,2177.0,0.1857847482,2830933.16,13791.0,2390.0,0.1996280357,2845825.0,14017.0,2446.0,0.2011212173,2806040.81,13246.0,2503.0,0.2022571461,3028079.67,13772,2477.0,0.2129323964,0.0346844469
Renagel,Sevelamer HCl,1,8243292.02,7182.0,3161.0,6.8759106406,3349226.32,2313.0,918.0,6.6747306473,2324846.59,1408.0,634.0,6.4939304699,641117.62,431.0,270.0,6.3799781071,49170.21,58,33.0,6.5569022536,-0.011806208
